clinic,latitude,longitude
clinic_1,53.944153462581, -1.1441219260327131
clinic_2,53.97963395206574, -1.0561171975736172
clinic_3,53.94789793032976, -1.0735701866642375
clinic_4,53.949298558447644, -1.0989563526142312
clinic_5,53.93213420444818, -0.7823476127947697
clinic_6,53.757473915259716, -0.27612928436529627
clinic_7,53.732780490413, -0.4351409026470626
clinic_8,53.75636776417593, -0.2533052893163302
clinic_9,54.09705414156359, -0.19179118647021404
